,count,values
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.typeCode,2,"['MFST', 'REFR', 'SUBJ']"
ClinicalDocument.component.structuredBody.component.section.entry.act.priorityCode.codeSystem,1,['2.16.840.1.113883.5.7']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.2', '2.16.840.1.113883.10.20.22.4.27', '2.16.840.1.113883.10.20.22.4.46']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.originalText.reference.value,1,['#Encounter1']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.maxDoseQuantity.denominator.nullFlavor,1,['UNK']
ClinicalDocument.legalAuthenticator.signatureCode.code,2,['S']
ClinicalDocument.authenticator.assignedEntity.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.id.root,1,['5a784260-6856-4f38-9638-80c751aff2fb']
ClinicalDocument.documentationOf.serviceEvent.performer.functionCode.codeSystemName,1,['Provider Role']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.inversionInd,2,['true']
ClinicalDocument.informant.assignedEntity.addr.city.@value,2,"['Burlington', 'Portland']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.rateQuantity.unit,2,['ml/min']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.addr.nullFlavor,2,['UNK']
ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.displayName,2,['Not Hispanic or Latino']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.legalAuthenticator.time.value,2,"['20050329224411+0500', '20120813']"
ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.codeSystem,2,['2.16.840.1.113883.6.238']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.translation.displayName,1,['Biological father']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.classCode,2,['MANU']
ClinicalDocument.component.structuredBody.component.section.entry.observation.effectiveTime.high.value,2,"['1972', '20110227']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.codeSystemName,1,['RxNorm']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.streetAddressLine.@value,2,"['1002 Healthcare Drive ', '17 Daws Rd.']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.representedOrganization.addr.nullFlavor,1,['UNK']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.streetAddressLine.@value,1,['1002 Healthcare Dr']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.telecom.nullFlavor,1,['UNK']
ClinicalDocument.author.assignedAuthor.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.classCode,1,['ACT']
ClinicalDocument.participant.associatedEntity.code.code,2,"['GPARNT', 'MTH', 'SPS']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.id.extension,1,"['PseudoMD-1', 'PseudoMD-3']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.id.nullFlavor,1,['NI']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.text.reference.value,1,['#FillIns']
ClinicalDocument.dataEnterer.assignedEntity.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.classCode,1,['PRS']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.addr.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.classCode,2,"['MANU', 'SDLOC']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.author.time.nullFlavor,1,['UNK']
ClinicalDocument.inFulfillmentOf.order.id.extension,1,['12345-67890']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.content.@value,2,"['0.11 MG/ACTUAT Metered Dose Once Daily', '120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler', '132/86 mmHg', '145/88 mmHg', '177 cm', '189 lbs', '194 lbs', '69 inches', '86 kg', '88 kg', 'Albuterol 0.09 MG/ACTUAT inhalant solution', 'Chest X-Ray', 'Colonic polypectomy', 'Dependence on cane', 'Generic Substitition Allowed', 'HGB (M 13-18 g/dl; F 12-16 g/dl)', 'Hives', 'Memory impairment', 'Mild to moderate', 'Moderate', 'Moderate to severe', 'Nausea', 'PLT (135-145 meq/l)', 'Proventil 0.09 MG/ACTUAT inhalant solution', 'Shortness of Breath', 'WBC (4.3-10.8 10+3/ul)', 'Wheezing']"
ClinicalDocument.component.structuredBody.component.section.entry.act.id.root,2,"['1.2.3.4.5.6.7.8', '36e3e930-7b14-11db-9fe1-0800200c9a66', '5a784260-6856-4f38-9638-80c751aff2fb', '9a6d1bac-17d3-4195-89a4-1121bc809a5c', 'ec8a6ff8-ed4b-4f7e-82c3-e98e58b45de7']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.id.root,2,"['2.16.840.1.113883.19', '9a6d1bac-17d3-4195-89c4-1121bc809b5a', 'd68b7e32-7810-4f5b-9cc2-acd54b0fd85d']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.displayName,1,"['Diabetes mellitus type 1', 'Myocardial infarction']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.codeSystemName,1,['RxNorm']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.displayName,1,"['InPatient Admission', 'Office consultation - 15 minutes']"
ClinicalDocument.id.root,2,"['1.1.1.1.1.1.1.1.1', '2.16.840.1.113883.19']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.value,2,"['10.2', '12.3', '123', '13.2', '132', '145', '177', '189', '194', '6.7', '69', '86', '88']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.16', '2.16.840.1.113883.10.20.22.4.52']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.originalText.reference.value,1,['#DM']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.value.displayName,1,['Dead']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.addr.state.@value,1,['MA']
ClinicalDocument.component.structuredBody.component.section.entry.act.code.codeSystem,2,"['2.16.840.1.113883.5.6', '2.16.840.1.113883.6.1', '2.16.840.1.113883.6.96']"
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.assignedEntity.assignedPerson.name.prefix.@value,1,['Dr']
ClinicalDocument.dataEnterer.assignedEntity.id.extension,2,"['43252', '999999943252']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.text.reference.value,1,['#immunSect']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.code.displayName,1,"['ENCOUNTER DIAGNOSIS', 'instruction']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.code.codeSystemName,2,"['ActCode', 'LOINC']"
ClinicalDocument.dataEnterer.assignedEntity.addr.city.@value,2,"['Burlington', 'Portland']"
ClinicalDocument.documentationOf.serviceEvent.performer.functionCode.codeSystem,1,['2.16.840.1.113883.12.443']
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.telecom.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.th.align,2,['left']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.addr.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.code.type,1,['CE']
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.telecom.use,1,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.23', '2.16.840.1.113883.10.20.22.4.54']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.addr.streetAddressLine.@value,1,['1002 Healthcare Drive ']
ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.code,2,['2186-5']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.code.codeSystemName,1,['LOINC']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.text.reference.value,1,"['#problem1', '#problem2']"
ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.recordTarget.patientRole.patient.birthplace.place.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.targetSiteCode.codeSystemName,1,['SNOMED CT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.moodCode,1,['EVN']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.effectiveTime.type,2,['IVL_TS']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.type,2,['IVL_PQ']
ClinicalDocument.versionNumber.value,1,['1']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.effectiveTime.low.value,2,"['20060501', '20070501', '20080501', '20090711', '20120806']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.playingEntity.name.@value,1,['Good Health Clinic']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.playingEntity.classCode,1,['PLC']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.assignedPerson.name.given.@value,1,['Henry']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.text.@value,1,['Possible flu-like symptoms for three days.']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.codeSystem,1,['2.16.840.1.113883.6.88']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.addr.streetAddressLine.@value,2,"['1002 Healthcare Dr', '17 Daws Rd.']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.addr.streetAddressLine.@value,1,['1002 Healthcare Dr']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.value.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.moodCode,2,"['EVN', 'INT']"
ClinicalDocument.informant.relatedEntity.code.codeSystemName,2,['Personal Relationship Role Type Value Set']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.telecom.value,1,['tel:+1-555-555-5000']
ClinicalDocument.componentOf.encompassingEncounter.responsibleParty.assignedEntity.assignedPerson.name.prefix.@value,1,['Dr']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.code.displayName,1,['Finding']
ClinicalDocument.documentationOf.typeCode,1,['DOC']
ClinicalDocument.recordTarget.patientRole.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.displayName,1,['Pneumonia']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.effectiveTime.low.nullFlavor,1,['UNK']
ClinicalDocument.informant.assignedEntity.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.id.root,1,['db734647-fc99-424c-a864-7e3cda82e703']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.originalText.reference.value,1,['#Med1']
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.code.codeSystem,1,['2.16.840.1.113883.5.111']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.telecom.value,1,['tel:+1-555-555-5000']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.effectiveTime.value,2,"['19991114', '20000407', '20111101', '20120806']"
ClinicalDocument.recordTarget.patientRole.telecom.use,2,['HP']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.code.code,1,"['397659008', 'ASSERTION']"
ClinicalDocument.component.structuredBody.component.section.text.table.thead.tr.th.@value,2,"['Age At Onset', 'April 7, 2000', 'August 6, 2012', 'Condition Status', 'Date', 'Date / Time: ', 'Description', 'Diagnosis', 'Directions', 'Effective Dates', 'Encounter', 'Fill Instructions', 'Functional Condition', 'Indications', 'Location', 'Medication', 'Nov 1, 2011', 'Nov 14, 1999', 'Performer', 'Planned Activity', 'Planned Date', 'Procedure', 'Reaction', 'Severity', 'Social History Element', 'Start Date', 'Status', 'Substance', 'Vaccine']"
ClinicalDocument.component.structuredBody.component.section.text.table.thead.tr.th.align,2,['right']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.code,2,"['233604007', '32398004']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.code.code,2,['ASSERTION']
ClinicalDocument.legalAuthenticator.assignedEntity.id.root,2,"['2.16.840.1.113883.19', '2.16.840.1.113883.4.6']"
ClinicalDocument.authenticator.assignedEntity.assignedPerson.name.family.@value,2,['Seven']
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.codeSystemName,1,['SNOMED-CT']
ClinicalDocument.recordTarget.patientRole.id.root,2,"['2.16.840.1.113883.19', '2.16.840.1.113883.4.1', '2.16.840.1.113883.4.6']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.28', '2.16.840.1.113883.10.20.22.4.31', '2.16.840.1.113883.10.20.22.4.5', '2.16.840.1.113883.10.20.22.4.6', '2.16.840.1.113883.10.20.22.4.68', '2.16.840.1.113883.10.20.22.4.8', '2.16.840.1.113883.10.20.22.4.9']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.code.codeSystem,2,"['2.16.840.1.113883.11.19725', '2.16.840.1.113883.6.96']"
ClinicalDocument.realmCode.code,2,['US']
ClinicalDocument.component.structuredBody.component.section.entry.observation.targetSiteCode.codeSystemName,1,['SNOMED CT']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.classCode,2,['ACT']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.effectiveTime.low.value,1,['20120806']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.routeCode.displayName,2,"['Intramuscular injection', 'RESPIRATORY (INHALATION)']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.moodCode,2,['EVN']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.playingEntity.code.codeSystemName,1,['RxNorm']
ClinicalDocument.documentationOf.serviceEvent.code.code,1,['233604007']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.code.displayName,2,['drug vehicle']
ClinicalDocument.setId.root,1,['2.16.840.1.113883.19']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.codeSystem,1,['2.16.840.1.113883.6.12']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.id.root,1,['ab1791b0-5c71-11db-b0de-0800200c9a66']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.displayName,1,['120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.playingEntity.name.@value,1,['Community Health and Hospitals']
ClinicalDocument.participant.associatedEntity.addr.use,1,['HP']
ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.act.id.extension,1,['1234567']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.code.displayName,1,['Urgent Care Center']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.name.@value,2,"['Community Health and Hospitals', 'Good Health Clinic']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.assignedPerson.name.prefix.@value,1,['Dr.']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.displayName,2,"['Bronchitis', 'Pneumonia']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.doseQuantity.value,2,"['0.09', '1', '50']"
ClinicalDocument.author.assignedAuthor.id.extension,2,"['111111', 'KP00017']"
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.typeCode,1,['ATND']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.id.nullFlavor,2,['NI']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.addr.postalCode.@value,1,['97266']
ClinicalDocument.component.structuredBody.component.section.entry.observation.value.code,1,"['105504002', '386807006', '449868002', '48167000', '8517006']"
ClinicalDocument.recordTarget.patientRole.addr.use,2,['HP']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.effectiveTime.center.value,2,"['20000421', '20120826']"
ClinicalDocument.dataEnterer.assignedEntity.addr.postalCode.@value,2,"['02368', '97266']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.city.@value,1,['Portland']
ClinicalDocument.component.structuredBody.component.section.text.content.@value,1,"['\n                     Ms. Jones, you have been seen by Dr. Henry Seven at Local Community Hospital from August 8th until August 13th 2012. You are currently being discharged from Local Community Hospital. Dr. Seven has provided the following instructions to you at this time; should you have any questions please contact a member of your healthcare team prior to discharge. If you have left the hospital and have questions, please contact Dr. Seven at 555-555-1002. \n                     Instructions:\n                  ']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.code,1,['573621']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.displayName,1,['Pneumonia']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.id.root,2,"['107c2dc0-67a5-11db-bd13-0800200c9a66', '5bfe3ec0-5c8b-11db-b0de-0800200c9a66', 'c6f88321-67ad-11db-bd13-0800200c9a66', 'd42ebf70-5c89-11db-b0de-0800200c9a66']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.inversionInd,1,['true']
ClinicalDocument.informant.assignedEntity.assignedPerson.name.given.@value,2,['Henry']
ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.code,2,['1013']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.id.root,1,['2a620155-9d11-439e-92b3-5d9815ff4ee8']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.templateId.root,1,['2.16.840.1.113883.10.20.22.4.23']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.name.@value,1,['Community Health and Hospitals']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.addr.city.@value,1,['Blue Bell']
ClinicalDocument.author.assignedAuthor.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.targetSiteCode.code,1,['416949008']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.templateId.root,1,['2.16.840.1.113883.10.20.22.4.32']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.type,1,['CE']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.representedOrganization.addr.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.code.displayName,1,['Finding']
ClinicalDocument.recordTarget.patientRole.patient.guardian.code.codeSystem,2,['2.16.840.1.113883.5.111']
ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.targetSiteCode.displayName,1,['Abdomen and pelvis']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.effectiveTime.high.value,1,['20120813']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.inversionInd,1,['false']
ClinicalDocument.component.structuredBody.component.section.text.list.item.content.ID,1,"['problem1', 'problem2']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.addr.state.@value,1,['OR']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.templateId.root,1,['2.16.840.1.113883.10.20.22.4.19']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.codeSystem,1,['2.16.840.1.113883.5.111']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.classCode,2,['MMAT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.type,2,"['CD', 'CE', 'PQ']"
ClinicalDocument.informationRecipient.intendedRecipient.receivedOrganization.name.@value,2,"['Community Health and Hospitals', 'Good Health Clinic']"
ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.codeSystemName,2,['HL7 Religious Affiliation ']
ClinicalDocument.inFulfillmentOf.typeCode,1,['FLFS']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.value.type,1,"['CD', 'PQ']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.codeSystem,1,['2.16.840.1.113883.6.88']
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.code.code,1,['GACH']
ClinicalDocument.dataEnterer.assignedEntity.addr.streetAddressLine.@value,2,"['1002 Healthcare Drive ', '21 North Ave.']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.maxDoseQuantity.denominator.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.specimen.specimenRole.specimenPlayingEntity.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.code,2,"['1191', '2670', '314422', '7982']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.addr.city.@value,1,['Blue Bell']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.templateId.root,1,"['2.16.840.1.113883.10.20.22.4.17', '2.16.840.1.113883.10.20.22.4.18']"
ClinicalDocument.participant.associatedEntity.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.addr.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.priorityCode.codeSystem,1,['2.16.840.1.113883.5.7']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.typeCode,1,['LOC']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.statusCode.code,1,['completed']
ClinicalDocument.title.@value,2,"['Community Health and Hospitals: Health Summary', 'Consultation Note']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.originalText.reference.value,1,['#DM']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.code.code,1,['59058001']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.code.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.text.@value,2,['M 13-18 g/dl; F 12-16 g/dl']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.statusCode.code,2,['completed']
ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.codeSystem,2,"['2.16.840.1.113883.1.11.19185', '2.16.840.1.113883.5.1076']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.effectiveTime.type,2,"['IVL_TS', 'PIVL_TS']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.id.root,1,['2a620155-9d11-439e-92a3-5d9815ff4de8']
ClinicalDocument.recordTarget.patientRole.patient.name.given.@value,2,"['Adam', 'Frankie', 'Myra']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.code.code,1,['409073007']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.codeSystemVersion,1,['4']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.code.code,1,"['29308-4', '409073007']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.effectiveTime.type,1,"['IVL_TS', 'PIVL_TS']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.id.extension,1,['45665']
ClinicalDocument.dataEnterer.assignedEntity.telecom.value,2,"['tel:(555)555-1003', 'tel:555-555-1002']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.inversionInd,1,['true']
ClinicalDocument.authenticator.assignedEntity.addr.streetAddressLine.@value,2,"['1002 Healthcare Drive ', '21 North Ave.']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.rateQuantity.unit,1,['ml/min']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.code.codeSystemName,1,['SNOMED CT']
